Category,Rating,Reviews,Content Rating,Genres,Current Ver,NewSize,InstallNews,PriceNew,LastUpdatedYear,LastUpdatedMonth,LastUpdatedDay,AndroidVerNew,review_group_new,TypeNew
FAMILY,0.0,1320,Everyone,Education,4.1.0,8600000.0,100000,0.0,2018,6,3,4.1,3,0
PHOTOGRAPHY,1.0,26252,Everyone,Photography,1.7,24000000.0,1000000,0.0,2018,5,26,4.2,3,0
FAMILY,1.0,46369,Everyone,Educational;Brain Games,2.3,33000000.0,10000000,0.0,2018,7,13,4.0,4,0
GAME,1.0,475369,Everyone,Racing,1.14,13000000.0,50000000,0.0,2018,3,6,4.0,4,0
FOOD_AND_DRINK,0.0,22875,Everyone,Food & Drink,4.2.6,22000000.0,1000000,0.0,2018,7,27,5.0,3,0
BUSINESS,1.0,0,Everyone,Business,2.1.2,3400000.0,50,0.0,2018,7,13,5.0,1,0
EDUCATION,1.0,1090,Everyone,Education;Creativity,1.2.0,49000000.0,1000000,0.0,2018,2,3,4.0,3,0
TRAVEL_AND_LOCAL,1.0,7,Teen,Travel & Local,5.63.0,18000000.0,50,0.0,2017,9,5,4.0,1,0
TOOLS,0.0,8,Everyone,Tools,1.1.1,6700000.0,1000,0.0,2018,4,18,4.0,1,0
SPORTS,1.0,3,Everyone,Sports,1.1,5300000.0,100,0.0,2017,7,13,4.0,1,0
ENTERTAINMENT,1.0,501498,Teen,Entertainment,Varies with device,12000000.0,100000000,0.0,2018,7,26,4.0,4,0
FAMILY,1.0,13,Everyone,Education;Pretend Play,2.6,23000000.0,1000,2.49,2017,12,25,4.0,1,1
SPORTS,1.0,26102,Everyone,Sports,Varies with device,12000000.0,1000000,0.0,2018,5,3,4.0,3,0
ENTERTAINMENT,1.0,32732,Everyone,Entertainment,Varies with device,12000000.0,1000000,0.0,2018,7,19,4.0,4,0
FAMILY,0.0,28,Everyone,Entertainment,0.4.4,98000000.0,1000,0.0,2018,5,31,4.4,2,0
MEDICAL,1.0,18,Everyone,Medical,2.0,9300000.0,5000,0.0,2018,3,10,4.0,1,0
EVENTS,1.0,69,Teen,Events,1.0,334000.0,1000,0.0,2018,7,22,4.0,2,0
SOCIAL,1.0,30,Teen,Social,1.04,13000000.0,100,0.0,2018,5,19,4.0,2,0
BOOKS_AND_REFERENCE,1.0,218451,Everyone,Books & Reference,3.2.3,4700000.0,10000000,0.0,2018,5,20,4.0,4,0
COMMUNICATION,1.0,488,Everyone,Communication,6.2.3,2500000.0,50000,0.0,2015,11,19,3.0,2,0
PERSONALIZATION,1.0,5,Everyone,Personalization,1.1,4500000.0,100,1.49,2018,7,7,8.0,1,1
PARENTING,1.0,5343,Everyone,Parenting,2.1.1,5200000.0,1000000,0.0,2018,3,30,4.1,3,0
SPORTS,0.0,172373,Everyone,Sports,1.3,47000000.0,10000000,0.0,2018,7,12,4.3,4,0
MAPS_AND_NAVIGATION,1.0,6230,Everyone,Maps & Navigation,Varies with device,12000000.0,100000,11.99,2018,8,3,4.0,3,1
MEDICAL,1.0,33,Everyone,Medical,2.6.2,8000000.0,10000,0.0,2018,5,2,4.2,2,0
FAMILY,1.0,47576,Everyone 10+,Simulation,1.95,14000000.0,1000000,0.0,2017,3,1,4.0,4,0
BUSINESS,1.0,5988,Everyone,Business,Varies with device,12000000.0,500000,0.0,2016,5,16,4.0,3,0
TOOLS,1.0,40,Everyone,Tools,1.0.5,2400000.0,5000,0.0,2017,10,31,2.1,2,0
GAME,1.0,3039889,Mature 17+,Action,1.18.2,18000000.0,10000000,0.0,2018,6,27,4.0,4,0
MEDICAL,1.0,2006,Everyone,Medical,6.02.000,69000000.0,50000,0.0,2018,8,3,6.0,3,0
MEDICAL,1.0,78825,Everyone,Medical,1.2.16,11000000.0,1000000,0.0,2018,8,2,4.1,4,0
SPORTS,1.0,3,Everyone,Sports,1.0,26000000.0,10,0.0,2018,2,19,4.1,1,0
TRAVEL_AND_LOCAL,0.0,892,Everyone,Travel & Local,1.08,70000000.0,50000,2.49,2018,8,1,4.0,3,1
FAMILY,1.0,3654,Teen,Puzzle,1.0.1,25000000.0,100000,0.0,2017,4,14,4.0,3,0
GAME,1.0,62561,Everyone,Board,2.4.11,53000000.0,1000000,0.0,2018,7,31,4.1,4,0
TOOLS,0.0,7,Everyone,Tools,2.3,16000000.0,1000,0.0,2018,8,1,2.3,1,0
MEDICAL,1.0,1,Everyone,Medical,300000.0.98,29000000.0,50,0.0,2018,2,27,4.0,1,0
LIBRARIES_AND_DEMO,1.0,332083,Everyone,Libraries & Demo,1.9.19,6300000.0,10000000,0.0,2018,4,23,4.0,4,0
GAME,1.0,4,Teen,Card,1.3,7600000.0,1000,0.0,2018,7,30,4.1,1,0
DATING,1.0,13046,Mature 17+,Dating,4.17.2,13000000.0,500000,0.0,2018,7,31,4.1,3,0
FAMILY,0.0,141,Everyone,Educational,1.8.2,65000000.0,1000,0.0,2018,3,6,4.3,2,0
PERSONALIZATION,0.0,649,Everyone,Personalization,1.0,11000000.0,100000,0.0,2017,3,30,2.3,2,0
TRAVEL_AND_LOCAL,1.0,47780,Everyone,Travel & Local,Varies with device,19000000.0,5000000,0.0,2018,7,31,4.0,4,0
FAMILY,0.0,52,Everyone,Entertainment,1.0,9800000.0,5000,0.0,2017,5,4,4.0,2,0
HEALTH_AND_FITNESS,1.0,3,Everyone,Health & Fitness,0.0.1,9300000.0,100,0.0,2017,10,9,4.1,1,0
BUSINESS,0.0,97,Everyone,Business,4.5.9,9900000.0,10000,0.0,2018,6,13,4.0,2,0
PRODUCTIVITY,1.0,253,Everyone,Productivity,Varies with device,12000000.0,5000,3.99,2018,3,4,4.0,2,1
PRODUCTIVITY,1.0,4,Everyone,Productivity,1.2.392,2500000.0,100,0.0,2017,3,17,4.0,1,0
BUSINESS,1.0,4159,Everyone,Business,6.1.2,48000000.0,500000,0.0,2018,7,20,4.0,3,0
TOOLS,1.0,352097,Everyone,Tools,3.8.5,6700000.0,10000000,0.0,2018,6,12,4.0,4,0
COMICS,1.0,279,Everyone,Comics,1.6,3300000.0,100000,0.0,2017,12,18,4.0,2,0
TRAVEL_AND_LOCAL,1.0,92,Everyone,Travel & Local,4.1,20000000.0,10000,0.0,2017,4,6,4.0,2,0
PRODUCTIVITY,1.0,1827212,Everyone,Productivity,3.6.0.28,12000000.0,50000000,0.0,2018,7,31,4.4,4,0
PRODUCTIVITY,1.0,12,Everyone,Productivity,8.0.0,2200000.0,500,0.0,2014,8,12,2.2,1,0
NEWS_AND_MAGAZINES,1.0,18,Everyone,News & Magazines,1.0,1800000.0,100,0.0,2014,3,13,4.0,1,0
FAMILY,1.0,0,Everyone,Education,1.0,2200000.0,10,1.49,2012,4,9,2.1,1,1
GAME,1.0,257724,Everyone 10+,Sports,1.4.2,69000000.0,10000000,0.0,2018,5,25,4.0,4,0
SPORTS,1.0,7,Everyone,Sports,2.2,3400000.0,100,3.49,2016,4,13,3.0,1,1
MEDICAL,0.0,35,Everyone,Medical,2.0.3,24000000.0,1000,15.46,2015,5,27,2.2,2,1
FINANCE,1.0,250706,Everyone,Finance,6.8.0.109,37000000.0,10000000,0.0,2018,7,31,5.0,4,0
FOOD_AND_DRINK,1.0,64784,Everyone,Food & Drink,18.6.0.10,13000000.0,10000000,0.0,2018,8,2,5.0,4,0
BEAUTY,0.0,4354,Teen,Beauty,2.5.1,42000000.0,100000,0.0,2018,8,6,4.0,3,0
NEWS_AND_MAGAZINES,1.0,21147,Teen,News & Magazines,2.2.1,9000000.0,5000000,0.0,2018,8,6,4.0,3,0
LIFESTYLE,0.0,8,Everyone,Lifestyle,2.0.18.23,12000000.0,1000,0.0,2016,11,14,2.3,1,0
TRAVEL_AND_LOCAL,0.0,862,Everyone,Travel & Local,7.8.0,30000000.0,100000,0.0,2018,4,10,5.0,2,0
FAMILY,0.0,28,Teen,Education,7.2,4099999.9999999995,1000,0.0,2017,10,23,2.3,2,0
LIFESTYLE,1.0,74,Teen,Lifestyle,1.6,2900000.0,5000,0.0,2015,9,30,2.3,2,0
NEWS_AND_MAGAZINES,1.0,311,Everyone 10+,News & Magazines,2.9.19a,14000000.0,5000,0.0,2018,7,15,4.2,2,0
NEWS_AND_MAGAZINES,1.0,42624,Everyone 10+,News & Magazines,6.6.4,16000000.0,1000000,0.0,2018,8,1,4.0,4,0
COMMUNICATION,1.0,1092337,Mature 17+,Communication,Varies with device,12000000.0,50000000,0.0,2018,7,24,4.0,4,0
GAME,1.0,1559650,Everyone,Action,2.11.1,12000000.0,50000000,0.0,2018,7,9,4.1,4,0
SPORTS,1.0,148083,Everyone,Sports,1.42.2,57000000.0,10000000,0.0,2018,7,24,4.1,4,0
FINANCE,1.0,4,Everyone,Finance,1.0,2500000.0,1000,0.0,2016,11,10,2.3,1,0
PRODUCTIVITY,0.0,12,Everyone,Productivity,1.2.2,14000000.0,1000,0.0,2018,8,3,4.1,1,0
PRODUCTIVITY,1.0,12321,Everyone,Productivity,2.0.1,713000.0,1000000,0.0,2016,12,25,2.3,3,0
TOOLS,1.0,0,Everyone,Tools,1.0,1800000.0,10,0.0,2018,7,30,4.0,1,0
TOOLS,0.0,4908,Everyone,Tools,2.8.0,38000000.0,500000,0.0,2018,5,23,4.0,3,0
FINANCE,1.0,21996,Everyone,Finance,1.17.2,14000000.0,1000000,0.0,2018,7,19,4.0,3,0
FINANCE,1.0,180,Everyone,Finance,1.0,3800000.0,5000,399.99,2018,3,22,4.2,2,1
BUSINESS,0.0,2,Everyone,Business,1.2.22,17000000.0,100,0.0,2017,5,11,4.1,1,0
FAMILY,1.0,7,Everyone,Education,1.0,3500000.0,1000,0.0,2016,7,26,2.0,1,0
PHOTOGRAPHY,1.0,233039,Everyone,Photography,1.5.3,24000000.0,10000000,0.0,2018,7,28,4.4,4,0
SPORTS,0.0,1689,Everyone,Sports,1.5.062,5700000.0,100000,0.0,2017,8,29,4.3,3,0
MAPS_AND_NAVIGATION,1.0,652,Everyone,Maps & Navigation,116,3400000.0,100000,0.0,2018,5,26,4.1,2,0
MEDICAL,1.0,3,Everyone,Medical,300000.0.78,27000000.0,100,0.0,2017,4,22,4.0,1,0
MEDICAL,1.0,3,Everyone,Medical,2.0.101,17000000.0,100,0.0,2018,7,18,4.4,1,0
EVENTS,1.0,1,Everyone,Events,1.0.5,21000000.0,100,0.0,2018,7,3,4.4,1,0
ENTERTAINMENT,1.0,16372,Teen,Entertainment,1.16,13000000.0,500000,0.0,2018,7,18,4.4,3,0
MEDICAL,0.0,8,Everyone,Medical,Varies with device,12000000.0,500,3.99,2018,1,19,4.0,1,1
PERSONALIZATION,1.0,252,Everyone,Personalization,1.6.1,24000000.0,10000,0.99,2018,6,13,4.1,2,1
TOOLS,1.0,4234,Everyone,Tools,5.3.9,1900000.0,1000000,0.0,2018,5,25,4.0,3,0
FINANCE,1.0,642,Everyone,Finance,2018-04-27,3200000.0,10000,0.0,2018,4,27,4.0,2,0
TOOLS,0.0,75,Everyone,Tools,1.3,4700000.0,10000,0.0,2018,6,7,4.0,2,0
FAMILY,1.0,24668,Everyone,Simulation,1.0.2,40000000.0,1000000,0.0,2016,8,4,2.3,3,0
GAME,1.0,12,Everyone,Arcade,Varies with device,18000000.0,50,0.0,2017,7,31,4.1,1,0
FAMILY,1.0,1333338,Everyone,Casual,1.34.1,8700000.0,10000000,0.0,2018,5,23,2.3,4,0
FAMILY,1.0,41273,Everyone,Adventure;Action & Adventure,1.5,16000000.0,5000000,0.0,2018,7,5,4.1,4,0
FAMILY,1.0,116,Everyone,Education,7.2,4099999.9999999995,10000,0.0,2017,9,11,2.3,2,0
FINANCE,1.0,231,Everyone,Finance,4.4.47,18000000.0,10000,0.0,2017,9,15,4.0,2,0
FAMILY,1.0,101,Everyone,Education,1.3,5100000.0,1000,0.0,2017,3,10,4.0,2,0
WEATHER,1.0,17493,Everyone,Weather,1.3,11000000.0,100000,4.49,2018,4,20,4.4,3,1
SPORTS,0.0,76340,Everyone,Sports,6.3.3,14000000.0,5000000,0.0,2018,7,25,4.1,4,0
PHOTOGRAPHY,0.0,66,Everyone,Photography,1.0.2,8900000.0,10000,0.0,2016,11,16,2.2,2,0
FAMILY,1.0,175625,Everyone,Racing;Action & Adventure,1.4,16000000.0,10000000,0.0,2017,11,22,4.1,4,0
BUSINESS,0.0,12,Everyone,Business,1.9,8100000.0,5000,0.0,2018,6,7,4.0,1,0
TOOLS,1.0,498,Everyone,Tools,1.0,597000.0,100000,0.0,2013,10,22,2.2,2,0
LIFESTYLE,0.0,9663,Everyone,Lifestyle,Version:6.97,19000000.0,1000000,0.0,2018,7,16,4.4,3,0
PERSONALIZATION,1.0,0,Teen,Personalization,1.0,6600000.0,10,0.0,2017,10,5,4.0,1,0
FAMILY,0.0,24,Mature 17+,Entertainment,1.0.6,1900000.0,1000,0.0,2016,9,3,2.3,2,0
PHOTOGRAPHY,1.0,109500,Everyone,Photography,2.18.2,37000000.0,1000000,0.0,2018,8,2,4.1,4,0
MEDICAL,1.0,87418,Everyone,Medical,2.25.0,14000000.0,1000000,0.0,2018,7,16,4.4,4,0
SHOPPING,1.0,591312,Everyone,Shopping,Varies with device,12000000.0,10000000,0.0,2018,8,3,4.0,4,0
FAMILY,0.0,16,Everyone,Entertainment,1.0,1200000.0,500,0.0,2016,3,31,4.0,1,0
COMMUNICATION,1.0,3,Teen,Communication,Build 54,2500000.0,100,0.0,2018,8,7,4.0,1,0
HOUSE_AND_HOME,1.0,30,Everyone,House & Home,2.4,25000000.0,1000,0.0,2018,8,1,4.0,2,0
BUSINESS,1.0,0,Everyone,Business,2.3.0,45000000.0,50,0.0,2018,3,6,4.4,1,0
LIFESTYLE,1.0,11,Everyone,Lifestyle,1.2.9,23000000.0,1000,0.0,2017,4,13,4.1,1,0
TOOLS,1.0,37607,Everyone,Tools,Varies with device,12000000.0,1000000,0.0,2018,4,4,4.0,4,0
TOOLS,1.0,1116393,Everyone,Tools,6.1.0,8199999.999999999,50000000,0.0,2018,8,6,4.1,4,0
COMMUNICATION,1.0,1603,Everyone,Communication,Varies with device,12000000.0,10000,4.99,2016,7,23,4.0,3,1
COMMUNICATION,1.0,615381,Mature 17+,Communication,6.7.9.1,37000000.0,10000000,0.0,2018,8,2,4.0,4,0
TOOLS,1.0,1,Everyone,Tools,Varies with device,12000000.0,1000,0.0,2018,8,2,4.0,1,0
HOUSE_AND_HOME,1.0,2543,Everyone,House & Home,8.4.2,4600000.0,100000,0.0,2018,7,27,5.0,3,0
VIDEO_PLAYERS,0.0,54,Everyone,Video Players & Editors,1.0,186000.0,10000,0.0,2013,4,22,2.2,2,0
FAMILY,1.0,12639,Teen,Entertainment,3.5,96000000.0,500000,0.0,2017,10,17,4.1,3,0
DATING,1.0,12632,Mature 17+,Dating,3.5.0.1,29000000.0,1000000,0.0,2018,7,27,4.1,3,0
GAME,0.0,768,Everyone,Arcade,1.0,1400000.0,100000,0.0,2013,6,5,1.5,2,0
BUSINESS,0.0,2,Everyone,Business,1.4.5,8000000.0,10,0.0,2018,7,10,4.1,1,0
FAMILY,1.0,1018,Everyone,Education;Education,4.6.2,35000000.0,100000,0.0,2017,6,28,4.0,3,0
FAMILY,1.0,259,Everyone,Education,1.3.2,49000000.0,10000,0.0,2017,2,22,4.0,2,0
FAMILY,1.0,14,Everyone,Puzzle,1.2,47000000.0,10,0.99,2017,4,22,2.3,1,1
MAPS_AND_NAVIGATION,0.0,179,Everyone,Maps & Navigation,3.05,10000000.0,10000,0.0,2018,3,13,4.1,2,0
SOCIAL,1.0,2,Teen,Social,1.16.5,53000000.0,100,0.0,2018,7,21,4.1,1,0
FAMILY,1.0,52,Everyone,Education,1.0,19000000.0,1000,0.0,2018,1,19,4.4,2,0
GAME,1.0,8668,Teen,Action,1.33,9100000.0,500000,0.0,2017,4,1,1.5,3,0
PHOTOGRAPHY,0.0,26530,Everyone,Photography,2.3.5,3900000.0,1000000,0.0,2018,7,23,3.2,4,0
FAMILY,0.0,162,Teen,Entertainment,1.2,9000000.0,10000,0.0,2017,10,22,4.1,2,0
TOOLS,1.0,80,Everyone,Tools,1.2,1700000.0,10000,0.0,2018,3,20,4.0,2,0
SOCIAL,1.0,2,Everyone,Social,1.0,5400000.0,100,0.0,2017,11,8,4.1,1,0
PRODUCTIVITY,1.0,25985,Everyone,Productivity,1.0.167,6900000.0,1000000,0.0,2018,7,20,4.0,3,0
PRODUCTIVITY,1.0,71432,Everyone,Productivity,4.2.2,3800000.0,5000000,0.0,2017,11,1,4.1,4,0
ENTERTAINMENT,1.0,702975,Everyone,Entertainment,2.6.6.11,49000000.0,50000000,0.0,2018,7,5,4.1,4,0
SHOPPING,1.0,39735,Teen,Shopping,3.13.09,18000000.0,5000000,0.0,2018,7,25,4.0,4,0
GAME,1.0,1468,Teen,Adventure,0.16,4900000.0,10000,4.99,2018,7,10,5.0,3,1
FAMILY,0.0,45,Everyone,Education,1.1,1300000.0,5000,0.0,2015,8,3,2.1,2,0
GAME,1.0,156862,Everyone 10+,Action,7.0.4,64000000.0,5000000,0.0,2018,7,31,4.1,4,0
PRODUCTIVITY,1.0,23089,Everyone,Productivity,1.10.0.33_180403,1600000.0,10000000,0.0,2018,4,11,5.0,3,0
MAPS_AND_NAVIGATION,1.0,8,Everyone,Maps & Navigation,1.3,8100000.0,100,0.0,2018,8,3,4.1,1,0
LIFESTYLE,1.0,1,Everyone,Lifestyle,1.0,1500000.0,10,0.0,2015,4,23,4.3,1,0
TOOLS,1.0,0,Everyone,Tools,1.0.2,46000000.0,500,0.0,2018,4,27,4.3,1,0
SHOPPING,0.0,4,Everyone,Shopping,1.0,2400000.0,10,0.0,2017,8,4,4.1,1,0
BUSINESS,0.0,6989,Everyone,Business,4.3.0.508,12000000.0,1000000,0.0,2018,7,16,4.4,3,0
PHOTOGRAPHY,1.0,7529865,Everyone,Photography,6.71,12000000.0,100000000,0.0,2018,8,6,4.0,4,0
NEWS_AND_MAGAZINES,0.0,124,Everyone,News & Magazines,4.9.0,12000000.0,10000,0.0,2018,6,29,4.1,2,0
BUSINESS,0.0,70,Everyone,Business,6.2.7,12000000.0,1000,0.0,2016,10,26,4.0,2,0
WEATHER,1.0,260137,Everyone 10+,Weather,3.8.1,13000000.0,10000000,0.0,2018,7,16,4.1,4,0
VIDEO_PLAYERS,1.0,23,Everyone,Video Players & Editors,1.1,2100000.0,100,0.0,2015,8,11,4.0,1,0
FINANCE,1.0,11,Everyone,Finance,1.20,4600000.0,500,0.0,2018,2,2,4.1,1,0
TOOLS,1.0,9,Everyone,Tools,1.9,61000000.0,1000,0.0,2018,5,31,4.0,1,0
HOUSE_AND_HOME,1.0,10,Everyone,House & Home,2.0,2600000.0,5000,0.0,2017,12,28,4.0,1,0
GAME,1.0,703,Everyone 10+,Word,1.0.4,40000000.0,10000,0.0,2017,11,17,4.1,2,0
GAME,1.0,652,Everyone,Action,1.0,30000000.0,10000,0.0,2016,2,24,2.3,2,0
FAMILY,0.0,10773,Everyone,Education,8.02,10000000.0,1000000,0.0,2017,11,29,4.1,3,0
FAMILY,1.0,3,Everyone,Puzzle,1.0,13000000.0,10,0.0,2018,7,3,4.0,1,0
FAMILY,1.0,349,Everyone,Education,2.1.1,11000000.0,50000,0.0,2018,3,16,4.0,2,0
PARENTING,1.0,1940,Everyone,Parenting;Music & Video,1.04,38000000.0,100000,0.0,2018,7,18,4.2,3,0
COMMUNICATION,1.0,191032,Everyone,Communication,7.2.29,26000000.0,5000000,0.0,2018,8,4,4.0,4,0
PERSONALIZATION,1.0,293,Everyone,Personalization,1.4,3400000.0,100000,0.0,2018,8,3,4.0,2,0
MEDICAL,1.0,5,Everyone,Medical,1.0,2200000.0,10,0.0,2018,7,13,4.0,1,0
FAMILY,1.0,636995,Teen,Casual,4.34.0,49000000.0,10000000,0.0,2018,7,31,4.0,4,0
PERSONALIZATION,1.0,0,Teen,Personalization,1.0,12000000.0,10,0.0,2018,4,12,4.1,1,0
BUSINESS,1.0,20,Everyone,Business,1.4.36,15000000.0,1000,0.0,2017,10,12,4.0,1,0
SPORTS,1.0,969,Everyone,Sports,1.0,3600000.0,10000,0.0,2014,8,21,4.0,3,0
FINANCE,1.0,1057,Everyone,Finance,1.7,4500000.0,50000,0.0,2018,7,6,6.0,3,0
DATING,1.0,110,Mature 17+,Dating,8.2,4900000.0,10000,0.0,2018,7,9,4.0,2,0
MEDICAL,1.0,6,Everyone,Medical,1.0.32,26000000.0,1000,0.0,2018,5,25,4.4,1,0
GAME,1.0,304106,Teen,Adventure,2.8.2,12000000.0,10000000,0.0,2018,8,6,4.0,4,0
HEALTH_AND_FITNESS,0.0,20098,Everyone,Health & Fitness,5.31.75,25000000.0,10000000,0.0,2018,5,14,4.4,3,0
HOUSE_AND_HOME,1.0,162243,Everyone,House & Home,8.18,12000000.0,10000000,0.0,2018,7,26,4.0,4,0
FAMILY,1.0,144,Teen,Role Playing,1.0.0,70000000.0,1000,2.99,2018,1,26,4.2,2,1
TRAVEL_AND_LOCAL,1.0,751551,Mature 17+,Travel & Local,5.2.0 21127,42000000.0,10000000,0.0,2018,8,2,4.4,4,0
FAMILY,0.0,25,Everyone,Educational;Education,1.0.5,79000000.0,5000,0.0,2017,7,26,2.3,2,0
FAMILY,1.0,5,Everyone,Entertainment,1.0,2800000.0,1000,0.0,2018,2,25,4.1,1,0
FAMILY,1.0,0,Everyone,Educational,Varies with device,12000000.0,100000,0.0,2018,6,26,4.0,1,0
MAPS_AND_NAVIGATION,0.0,555,Everyone,Maps & Navigation,2.1.2,31000000.0,50000,0.0,2017,12,20,4.0,2,0
LIFESTYLE,1.0,8,Everyone,Lifestyle,4.1,9200000.0,500,0.0,2018,6,12,4.1,1,0
FAMILY,1.0,118,Everyone,Education,6.3.1,24000000.0,10000,0.0,2015,8,20,4.2,2,0
HEALTH_AND_FITNESS,1.0,2,Everyone,Health & Fitness,4.2.2,10000000.0,100,0.0,2018,7,9,4.1,1,0
FINANCE,1.0,0,Everyone,Finance,1.1.2,5900000.0,100,0.0,2018,4,30,4.0,1,0
FAMILY,1.0,4,Teen,Education,3.8.0,7800000.0,100,0.0,2018,6,25,4.1,1,0
GAME,1.0,1117212,Everyone,Board,Varies with device,50000000.0,50000000,0.0,2018,8,3,4.0,4,0
TOOLS,0.0,124,Everyone,Tools,9.7.753080,1900000.0,100000,0.0,2014,4,22,4.1,2,0
MAPS_AND_NAVIGATION,1.0,56471,Everyone,Maps & Navigation,Varies with device,12000000.0,5000000,0.0,2018,7,31,4.0,4,0
FAMILY,0.0,17,Teen,Education,1.0.05,15000000.0,1000,0.0,2015,9,15,4.0,1,0
TRAVEL_AND_LOCAL,0.0,1,Everyone,Travel & Local,1.0,3000000.0,100,0.0,2017,11,8,4.1,1,0
VIDEO_PLAYERS,1.0,1,Everyone,Video Players & Editors,1.0,2900000.0,100,0.0,2018,4,22,4.0,1,0
FAMILY,1.0,0,Everyone,Education,1.0,4099999.9999999995,100,0.0,2017,6,13,4.3,1,0
COMICS,0.0,115,Mature 17+,Comics,5.0.12,9100000.0,10000,0.0,2018,7,13,5.0,2,0
LIFESTYLE,1.0,116079,Everyone,Lifestyle,5.8,3200000.0,5000000,0.0,2018,5,20,2.3,4,0
TOOLS,1.0,15618,Everyone,Tools,1.5.2,2400000.0,1000000,0.0,2017,11,27,2.3,3,0
DATING,0.0,2,Mature 17+,Dating,2.5,16000000.0,100,0.0,2018,7,17,4.0,1,0
FAMILY,0.0,3347,Everyone,Entertainment,1.1.15.12,15000000.0,100000,0.0,2018,7,18,4.4,3,0
ART_AND_DESIGN,1.0,20260,Everyone,Art & Design;Creativity,1.0.8,25000000.0,500000,0.0,2017,10,11,4.0,3,0
NEWS_AND_MAGAZINES,1.0,3320,Everyone,News & Magazines,v4.30.0.9,14000000.0,100000,0.0,2018,8,3,5.0,3,0
TOOLS,1.0,9,Everyone,Tools,3.0,4800000.0,100,0.0,2018,5,15,2.1,1,0
TOOLS,0.0,59,Everyone,Tools,9.7.753080,2300000.0,50000,0.0,2014,4,22,4.1,2,0
FAMILY,0.0,10035,Teen,Simulation,2.07,30000000.0,1000000,0.0,2018,5,23,4.1,3,0
FAMILY,1.0,12784,Everyone,Entertainment,1.3.3,15000000.0,1000000,0.0,2018,8,4,4.1,3,0
ART_AND_DESIGN,1.0,26,Everyone,Art & Design,1.0.0,12000000.0,10000,0.0,2018,1,3,4.1,2,0
GAME,1.0,264755,Teen,Action,2.2.1,91000000.0,10000000,0.0,2018,7,17,4.0,4,0
LIFESTYLE,0.0,6554,Teen,Lifestyle,9.4.2,76000000.0,500000,0.0,2018,6,20,4.1,3,0
GAME,1.0,23005,Everyone,Arcade,3.5,12000000.0,5000000,0.0,2018,7,25,4.1,3,0
AUTO_AND_VEHICLES,1.0,12,Everyone,Auto & Vehicles,1.2,88000000.0,500,0.0,2018,2,19,4.1,1,0
SOCIAL,0.0,2111,Mature 17+,Social,4.1.23,11000000.0,100000,0.0,2018,8,6,4.4,3,0
GAME,1.0,90415,Everyone,Arcade,1.0.20,84000000.0,10000000,0.0,2018,7,24,4.1,4,0
PHOTOGRAPHY,0.0,100,Everyone,Photography,4.2,2500000.0,10000,0.0,2018,8,5,4.2,2,0
TOOLS,1.0,514,Everyone,Tools,1.8,8400000.0,50000,0.0,2018,2,12,4.4,2,0
SPORTS,1.0,1566,Everyone,Sports,9.19.2,26000000.0,50000,0.0,2018,7,13,4.1,3,0
SOCIAL,1.0,93,Teen,Social,7.6.5,5600000.0,10000,0.0,2017,11,29,4.1,2,0
PRODUCTIVITY,0.0,5,Everyone,Productivity,1.3,7000000.0,100,4.99,2014,2,11,2.2,1,1
BEAUTY,1.0,3595,Everyone,Beauty,Varies with device,12000000.0,500000,0.0,2018,5,24,4.0,3,0
FAMILY,1.0,106750,Everyone,Simulation;Action & Adventure,1.221,94000000.0,1000000,0.0,2018,6,29,4.1,4,0
VIDEO_PLAYERS,1.0,4074,Everyone,Video Players & Editors,1.2.4,1300000.0,500000,0.0,2013,11,13,2.1,3,0
TOOLS,0.0,65,Everyone,Tools,1.4,54000.0,5000,0.0,2014,11,27,2.0,2,0
TOOLS,1.0,175,Everyone,Tools,1.0.7,4300000.0,10000,0.0,2018,7,28,5.0,2,0
SPORTS,1.0,32386,Everyone,Sports,7.8.0,19000000.0,1000000,0.0,2018,8,1,5.1,4,0
BOOKS_AND_REFERENCE,1.0,246315,Everyone,Books & Reference,Varies with device,12000000.0,10000000,0.0,2015,7,17,1.5,4,0
DATING,1.0,218,Mature 17+,Dating,5.2.9,27000000.0,10000,0.0,2018,7,23,4.1,2,0
LIFESTYLE,0.0,81,Everyone,Lifestyle,2.0.0 (18.03.01),7700000.0,10000,0.0,2018,3,6,2.3,2,0
PRODUCTIVITY,1.0,2087,Everyone,Productivity,20,8300000.000000001,100000,0.0,2018,6,24,5.0,3,0
LIFESTYLE,0.0,3031,Everyone,Lifestyle,1.5.3,2700000.0,1000000,0.0,2018,7,3,4.0,3,0
FAMILY,1.0,1805398,Teen,Entertainment,6.5.2,55000000.0,50000000,0.0,2018,6,11,4.4,4,0
LIBRARIES_AND_DEMO,0.0,7750,Everyone,Libraries & Demo,1.0,292000.0,1000000,0.0,2011,6,29,1.6,3,0
COMMUNICATION,1.0,10,Everyone,Communication,KM,516000.0,100,1.49,2015,1,22,1.6,1,1
LIFESTYLE,1.0,33572,Everyone,Lifestyle,6.2.0,37000000.0,1000000,0.0,2018,8,2,4.4,4,0
HEALTH_AND_FITNESS,0.0,74,Everyone,Health & Fitness,1.1,2600000.0,10000,0.0,2016,1,20,4.3,2,0
HEALTH_AND_FITNESS,1.0,644,Everyone,Health & Fitness,1.0.4,5500000.0,100000,0.0,2018,7,25,4.1,2,0
